# Failure leg 1
# Map 2
# No. iterations: 18
# Best performance: 1.245
# Best index: 161
9336 0.65
22852 0.790
19470 0.245
26460 0.925
29507 0.790
23549 1.035
1873 0.510
16224 0.000
2002 0.82
22766 0.420
11302 0.360
25284 0.310
161 1.245
14188 0.745
4980 0.465
11564 0.475
32691 0.910
1270 0.14
