1.934406443125632258e+00 1.934406443125632258e+00 2.009429214623917659e+00 2.039618113773880470e+00 2.039618113773880470e+00 2.039618113773880470e+00 2.039618113773880470e+00 1.954771222191099556e+00 1.954771222191099556e+00 1.913941120241267280e+00 1.913941120241267280e+00 1.954771222191099556e+00 1.913941120241267280e+00 1.913941120241267280e+00 1.913941120241267280e+00 1.913941120241267280e+00 1.913941120241267280e+00 1.913941120241267280e+00 1.913941120241267280e+00 1.913941120241267280e+00 1.913941120241267280e+00 1.913941120241267280e+00 1.913941120241267280e+00 1.913941120241267280e+00 1.954771222191099556e+00 1.954771222191099556e+00 1.954771222191099556e+00 1.954771222191099556e+00 1.954771222191099556e+00
2.029118279699800631e+00 2.029118279699800631e+00 2.029118279699800631e+00 2.029118279699800631e+00 2.029118279699800631e+00 2.029118279699800631e+00 2.029118279699800631e+00 2.029118279699800631e+00 2.029118279699800631e+00 2.029118279699800631e+00 2.029118279699800631e+00 2.054820133949294636e+00 2.054820133949294636e+00 1.995840451180389330e+00 1.995840451180389330e+00 1.995840451180389330e+00 1.995840451180389330e+00 1.995840451180389330e+00 1.995840451180389330e+00 1.995840451180389330e+00 1.995840451180389330e+00 1.857133409708024319e+00 1.857133409708024319e+00 1.857133409708024319e+00 1.857133409708024319e+00 1.857133409708024319e+00 1.857133409708024319e+00 1.857133409708024319e+00 1.857133409708024319e+00
2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00 2.207800448668427062e+00
1.863883961242746246e+00 1.863883961242746246e+00 1.847321601361462395e+00 1.863883961242746246e+00 1.763695549911751259e+00 1.847321601361462395e+00 1.715829441461977023e+00 1.715829441461977023e+00 1.715829441461977023e+00 1.665179906012492328e+00 1.823360322389307786e+00 1.665179906012492328e+00 1.823360322389307786e+00 1.665179906012492328e+00 1.665179906012492328e+00 1.665179906012492328e+00 1.665179906012492328e+00 1.665179906012492328e+00 1.665179906012492328e+00 1.665179906012492328e+00 1.665179906012492328e+00 1.457571513591237489e+00 1.665179906012492328e+00 1.665179906012492328e+00 1.665179906012492328e+00 1.665179906012492328e+00 1.457571513591237489e+00 1.457571513591237489e+00 1.457571513591237489e+00
1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00 1.953441756671738361e+00
2.039756309828887559e+00 2.039756309828887559e+00 2.039756309828887559e+00 2.006048555978961367e+00 2.006048555978961367e+00 2.006048555978961367e+00 2.006048555978961367e+00 1.959483734903151753e+00 1.959483734903151753e+00 1.959483734903151753e+00 1.959483734903151753e+00 1.959483734903151753e+00 1.959483734903151753e+00 1.959483734903151753e+00 1.834732693863931008e+00 1.834732693863931008e+00 1.834732693863931008e+00 1.834732693863931008e+00 1.834732693863931008e+00 1.834732693863931008e+00 1.834732693863931008e+00 1.834732693863931008e+00 1.834732693863931008e+00 1.834732693863931008e+00 1.377172128882482527e+00 1.377172128882482527e+00 1.377172128882482527e+00 1.377172128882482527e+00 1.377172128882482527e+00
2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00 2.110425701395145293e+00
1.909060566696583194e+00 1.909060566696583194e+00 1.909060566696583194e+00 1.909060566696583194e+00 1.909060566696583194e+00 1.909060566696583194e+00 1.909060566696583194e+00 1.909060566696583194e+00 1.806248510152315134e+00 1.806248510152315134e+00 1.806248510152315134e+00 1.901952756146448875e+00 1.739208520836935667e+00 1.739208520836935667e+00 1.739208520836935667e+00 1.739208520836935667e+00 1.901952756146448875e+00 1.819368266735059692e+00 1.819368266735059692e+00 1.819368266735059692e+00 1.819368266735059692e+00 1.819368266735059692e+00 2.021187219033303339e+00 2.021187219033303339e+00 2.021187219033303339e+00 2.021187219033303339e+00 2.021187219033303339e+00 2.021187219033303339e+00 2.021187219033303339e+00
2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00 2.105868020650849548e+00
2.099089799224857167e+00 1.972738551179587851e+00 1.972738551179587851e+00 1.972738551179587851e+00 1.972738551179587851e+00 1.972738551179587851e+00 1.972738551179587851e+00 1.972738551179587851e+00 1.972738551179587851e+00 1.972738551179587851e+00 1.972738551179587851e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00 2.145166245034590080e+00
