8 8 11 11 10 10 11 11 4 9 8 7 6 6 6 6 6 6 6 6 6 6 6 6 4 4 4 4 4
16 10 8 4 4 3 7 3 3 3 3 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11 16 15 5 13 15 12 10 9 9 6 7 6 8 8 6 6 6 7 7 7 6 6 6 6 6 5 5 5
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 4 4 3 3 4 4 6 6 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 6 6 5 4 4
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
21 18 13 10 7 6 4 4 10 9 9 7 5 4 4 4 5 5 5 5 5 5 3 3 3 3 3 3 3
12 7 6 5 5 6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
11 8 6 6 6 5 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11 6 6 6 5 5 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 6 6 5 4 4 3 3 3 3 3 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
21 14 11 9 8 8 6 7 7 7 7 7 6 6 6 6 6 3 3 3 3 3 3 3 3 3 3 3 4
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
7 6 5 5 8 6 8 5 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
12 8 8 8 9 8 7 7 7 6 6 5 5 6 6 4 4 4 4 4 4 4 4 4 4 4 4 4 4
3 3 3 6 13 11 8 7 6 6 6 7 6 6 6 6 6 5 5 5 5 5 5 5 5 5 5 5 5
21 21 21 17 18 15 14 13 10 9 7 7 5 5 5 4 4 3 3 3 3 3 3 3 3 3 3 3 3
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11 13 9 7 7 10 8 8 8 9 8 6 5 5 5 5 5 5 5 5 5 5 4 4 4 4 4 4 4
21 18 17 18 21 19 11 14 9 9 9 9 9 9 9 9 6 6 5 5 5 5 5 5 5 5 5 5 5
5 4 5 5 4 4 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11 8 6 6 5 5 5 5 5 5 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
5 5 5 8 7 7 6 6 6 6 6 6 6 6 6 6 6 6 6 6 5 5 5 5 4 4 4 4 4
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 4 3 4 5 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
15 10 9 7 6 7 6 6 5 5 5 5 5 5 5 5 5 5 6 6 6 6 5 5 5 5 5 5 5
